Toyota Crown,https://im.mashina.kg/tachka/images//c/e/f/cef8492747a3e35275d6fb5087f486f1_240x180.jpg,$ 10 500,"2005 г., 3.5 л., автомат седан, бензин руль справа, 200 000 км"
Hyundai Sonata,https://im.mashina.kg/tachka/images//2/d/8/2d8a82dc778d79fc78c5a3c033473e6e_240x180.jpg,$ 14 500,"2017 г., 2 л., автомат седан, газ руль слева"
Lexus ES,https://im.mashina.kg/tachka/images//c/3/7/c37a237b935628797e39ab6ce99f0ea0_240x180.jpg,$ 45 000,"2020 г., 2.5 л., вариатор седан, гибрид руль слева, 2 500 км"
Toyota Highlander,https://im.mashina.kg/tachka/images//e/d/b/edbfbd4357f2b710e03511d7b055a42c_240x180.jpg,$ 41 900,"2017 г., 3.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 75 000 км"
Chevrolet Camaro,https://im.mashina.kg/tachka/images//7/2/1/72137dca182617e07690a53c405dfa6d_240x180.jpg,$ 32 000,"2014 г., 3.6 л., автомат купе, бензин руль слева, 53 000 км"
Toyota RAV4,https://im.mashina.kg/tachka/images//b/a/3/ba3732c28f7b74fa69104d6f5d4d8d1e_240x180.jpg,$ 26 500,"2016 г., 2.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 178 000 км"
Hyundai Elantra,https://im.mashina.kg/tachka/images//a/e/b/aeb96d46fadd0a092234dbbe6caee2fe_240x180.jpg,$ 8 500,"2011 г., 1.6 л., автомат седан, бензин руль слева, 3 000 км"
Toyota RAV4,https://im.mashina.kg/tachka/images//e/3/8/e38637065e8acd48f12262337138ea07_240x180.jpg,$ 27 500,"2016 г., 2.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 88 000 км"
Toyota Estima,https://im.mashina.kg/tachka/images//a/d/b/adb5a50efb1833343a124223746cc3ad_240x180.jpg,$ 8 200,"2001 г., 2.4 л., автомат минивэн, бензин руль справа, 176 000 км"
Honda Stream,https://im.mashina.kg/tachka/images//e/b/7/eb78fb0eebb83d5ee2788b3be820c732_240x180.jpg,$ 6 700,"2004 г., 2 л., автомат компактвэн, бензин руль справа, 240 000 км"
Subaru Legacy,https://im.mashina.kg/tachka/images//2/c/3/2c3c2b78dc22940d93d043dc17947a79_240x180.jpg,$ 7 600,"2004 г., 2 л., автомат универсал, бензин руль справа, 259 000 км"
Lexus RX,https://im.mashina.kg/tachka/images//9/a/1/9a1867936a1020571f697b3ca418685e_240x180.jpg,$ 19 300,"2008 г., 3.3 л., вариатор внедорожник 5 дв., гибрид руль слева, 234 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//4/6/c/46ce9076cd864e0b72917b45f0556e80_240x180.jpg,$ 24 500,"2018 г., 2.5 л., автомат седан, бензин руль слева, 70 000 км"
Subaru XV,https://im.mashina.kg/tachka/images//5/a/8/5a8c12fc16e76faae6fb72840742713d_240x180.jpg,$ 18 000,"2017 г., 2 л., вариатор внедорожник 5 дв., бензин руль слева, 82 000 км"
Peugeot 207,https://im.mashina.kg/tachka/images//c/c/3/cc36d70e8ede2ab69d0d4e655e87a6c3_240x180.jpg,$ 9 000,"2007 г., 1.6 л., механика кабриолет, бензин руль слева, 37 000 км"
Chrysler Sebring,https://im.mashina.kg/tachka/images//8/9/2/8929ac6d36481cc1cdf88a06e28421e1_240x180.jpg,$ 11 000,"2007 г., 2.4 л., автомат седан, бензин руль слева, 275 197 км"
Toyota Camry,https://im.mashina.kg/tachka/images//5/b/8/5b835062962feba66863c64d92319d27_240x180.jpg,$ 23 000,"2018 г., 2.5 л., автомат седан, бензин руль слева, 32 000 км"
Mercedes-Benz E-класс,https://im.mashina.kg/tachka/images//d/a/5/da5ee45111ff09691d37e8cf0b4fc20f_240x180.jpg,$ 8 999,"2008 г., 3.5 л., автомат универсал, бензин руль слева, 99 000 км"
Kia Mohave (Borrego),https://im.mashina.kg/tachka/images//9/8/9/989d42e57c9d4354805469fae1f0f08b_240x180.jpg,$ 58 000,"2020 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 61 000 км"
BMW 7 Серия,https://im.mashina.kg/tachka/images//e/3/4/e34cb38e5763f18dd6e5f94573620d86_240x180.jpg,$ 6 999,"2003 г., 4.4 л., автомат седан, бензин руль слева, 205 125 км"
Lexus GX,https://im.mashina.kg/tachka/images//1/8/7/187006c04e41c34a3e3a60b7211de37c_240x180.jpg,$ 25 500,"2005 г., 4.7 л., автомат внедорожник 5 дв., бензин руль слева, 145 000 км"
Lexus GX,https://im.mashina.kg/tachka/images//8/8/4/884a9ae5ab4349ad66c1c0954deeb606_240x180.jpg,$ 34 800,"2009 г., 4.7 л., автомат внедорожник 5 дв., бензин руль слева, 188 500 км"
Volkswagen ID.4,https://im.mashina.kg/tachka/images//f/0/0/f00e40125272d7fb3657ddeaf7aa36bb_240x180.jpg,$ 45 000,"2022 г., автомат внедорожник 5 дв., электро руль слева, 1 000 км"
BMW 5 Серия,https://im.mashina.kg/tachka/images//1/a/e/1ae6785d6b6b80588472a8113ba9e140_240x180.jpg,$ 16 800,"2011 г., 3 л., автомат седан, бензин руль слева, 170 000 км"
Nissan Patrol,https://im.mashina.kg/tachka/images//8/a/4/8a457aec0bc5bbb0f0b8ff47cf054f72_240x180.jpg,$ 11 809,"2000 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 277 000 км"
Toyota Prius,https://im.mashina.kg/tachka/images//5/d/7/5d7af92735089b2813080cf919ac69c0_240x180.jpg,$ 18 600,"2018 г., 1.8 л., автомат хэтчбек 5 дв., гибрид руль слева, 180 000 км"
Mercedes-Benz E-класс,https://im.mashina.kg/tachka/images//c/0/2/c02e3cd2e877491d046d6e30e5b17f84_240x180.jpg,$ 11 300,"2006 г., 3.5 л., автомат седан, бензин руль слева"
Tesla Model 3,https://im.mashina.kg/tachka/images//d/f/e/dfe9c5c855113acc51461c3bfc1b0a01_240x180.jpg,$ 70 000,"2022 г., автомат седан, электро руль слева, 10 км"
Honda CR-V,https://im.mashina.kg/tachka/images//7/0/c/70c15354db322f29a53558933567c012_240x180.jpg,$ 15 500,"2010 г., 2.4 л., автомат внедорожник 5 дв., бензин руль слева, 122 300 км"
Toyota Camry,https://im.mashina.kg/tachka/images//a/6/5/a65ebc75a59b1eb9b56d7651472f6415_240x180.jpg,$ 12 800,"2010 г., 2.5 л., автомат седан, бензин руль слева, 150 000 км"
ВАЗ (Lada) 21099,https://im.mashina.kg/tachka/images//5/5/c/55c6468d6b12f17416f34e9a88b47758_240x180.jpg,$ 2 126,"2002 г., 1.5 л., механика седан, бензин руль слева, 257 000 км"
Honda Accord,https://im.mashina.kg/tachka/images//4/c/9/4c99b616a23e160fbac26531823704a9_240x180.jpg,$ 11 000,"2008 г., 2.4 л., автомат седан, бензин руль слева, 190 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//f/f/1/ff199ef25525408276e22f86efad8977_240x180.jpg,$ 31 500,"2021 г., 2.5 л., автомат седан, бензин руль слева, 21 000 км"
Lexus LX,https://im.mashina.kg/tachka/images//d/a/4/da4c190380aeb30da2a1e14c1b82756e_240x180.jpg,$ 81 500,"2016 г., 4.5 л., автомат внедорожник 5 дв., дизель руль слева, 89 000 км"
Toyota C-HR,https://im.mashina.kg/tachka/images//c/a/a/caa8df2953582d5b91fb2ec7b3bd3971_240x180.jpg,$ 26 000,"2018 г., 2 л., вариатор внедорожник 5 дв., бензин руль слева, 64 374 км"
Toyota Prius v (+),https://im.mashina.kg/tachka/images//e/6/3/e6379da3ffabbec454130fbc65bf6c19_240x180.jpg,$ 17 200,"2015 г., автомат универсал, гибрид руль слева, 150 000 км"
Lexus ES,https://im.mashina.kg/tachka/images//7/5/4/754a88c084c6e9cac7655d25d08f0b17_240x180.jpg,$ 45 500,"2018 г., 2.5 л., вариатор седан, гибрид руль слева, 61 125 км"
Toyota Prius,https://im.mashina.kg/tachka/images//e/a/3/ea34fba48c1c3e2464a996b32a7eca47_240x180.jpg,$ 9 800,"2011 г., 1.8 л., автомат хэтчбек 5 дв., гибрид руль справа"
Lexus LX,https://im.mashina.kg/tachka/images//0/7/b/07be9b2fab0f64c3015cc2edf6d6aeb1_240x180.jpg,$ 50 800,"2012 г., 5.7 л., автомат внедорожник 5 дв., бензин руль слева, 150 000 км"
BMW 6 Серия,https://im.mashina.kg/tachka/images//d/5/e/d5ef66189651415efc60131f95d448bf_240x180.jpg,$ 49 999,"2017 г., 3 л., автомат седан, дизель руль слева, 100 000 км"
Audi 80,https://im.mashina.kg/tachka/images//f/c/5/fc5b69d4449d121db7faec810fd90b6b_240x180.jpg,$ 1 122,"1987 г., 1.8 л., механика седан, бензин руль слева"
Lexus LX,https://im.mashina.kg/tachka/images//0/c/a/0cab7e7f2c0f838af0eac2928250b06e_240x180.jpg,$ 57 000,"2012 г., 5.7 л., автомат внедорожник 5 дв., бензин руль слева, 100 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//1/e/4/1e4997f80abe74da0187eb4bc8e20157_240x180.jpg,$ 32 500,"2018 г., 2.5 л., автомат седан, бензин руль слева, 67 000 км"
Subaru Legacy,https://im.mashina.kg/tachka/images//1/8/f/18f5d452982b2aee853c05caa4535732_240x180.jpg,$ 7 400,"2004 г., 2 л., автомат седан, бензин руль справа"
Volkswagen ID.4,https://im.mashina.kg/tachka/images//7/a/3/7a3de64a4f9a4709241dc5d8679aa23c_240x180.jpg,$ 37 000,"2022 г., автомат внедорожник 5 дв., электро руль слева, 100 км"
Hyundai Genesis,https://im.mashina.kg/tachka/images//b/a/f/baf2f2dbc4da9d639a0b4d1f3fc22289_240x180.jpg,$ 25 500,"2016 г., 3 л., автомат седан, бензин руль слева, 44 500 км"
Mercedes-Benz S-класс,https://im.mashina.kg/tachka/images//1/5/0/1502cddb350e413fc49f76d21b735297_240x180.jpg,$ 12 800,"2004 г., 5 л., автомат седан, бензин руль слева, 176 000 км"
Renault Logan,https://im.mashina.kg/tachka/images//b/e/5/be5901af9ee649e0f029bb6707009f0f_240x180.jpg,$ 8 500,"2018 г., 1.6 л., механика седан, бензин руль слева, 148 000 км"
BMW 5 Серия,https://im.mashina.kg/tachka/images//9/5/9/959f639173b0967d1799d309866f9946_240x180.jpg,$ 18 500,"2010 г., 3 л., автомат седан, бензин руль слева, 201 000 км"
Volkswagen Golf,https://im.mashina.kg/tachka/images//6/e/a/6eab0698af94ba34c41bfe39e2d877db_240x180.jpg,$ 5 800,"2003 г., 1.6 л., автомат хэтчбек 5 дв., бензин руль слева"
Toyota Sienna,https://im.mashina.kg/tachka/images//f/a/4/fa435d4d085027bc123510389e49a455_240x180.jpg,$ 21 500,"2011 г., 3.5 л., автомат минивэн, бензин руль слева, 200 000 км"
BMW X6,https://im.mashina.kg/tachka/images//d/b/4/db4131d22fc8f00e50becdebce923dd8_240x180.jpg,$ 19 500,"2008 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева, 188 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//8/2/e/82ef7d6e68b09947c21b2d7b6afd8b4e_240x180.jpg,$ 23 000,"2019 г., 2.5 л., автомат седан, бензин руль слева, 48 000 км"
Hyundai Sonata,https://im.mashina.kg/tachka/images//7/8/1/781cca003249b59222f9c1251a740107_240x180.jpg,$ 12 600,"2016 г., 2 л., автомат седан, газ руль слева"
Audi Q7,https://im.mashina.kg/tachka/images//1/6/2/1624833cc56dedc9f7786fd3fb7e736b_240x180.jpg,$ 18 500,"2011 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 196 000 км"
Lexus GX,https://im.mashina.kg/tachka/images//f/0/a/f0ad9e5b0c595ec226e75bf9f3e205fe_240x180.jpg,$ 35 500,"2014 г., 4.6 л., автомат внедорожник 5 дв., бензин руль слева, 200 000 км"
BMW X5,https://im.mashina.kg/tachka/images//2/7/b/27bc9f13661bbcdc6e748ad0bb2c1637_240x180.jpg,$ 9 600,"2003 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 390 000 км"
Volkswagen Multivan,https://im.mashina.kg/tachka/images//e/a/8/ea8f98a1dbb5a73d8ca926eb1af1e08b_240x180.jpg,$ 13 500,"2006 г., 2.5 л., механика минивэн, дизель руль слева, 30 000 км"
BMW X7,https://im.mashina.kg/tachka/images//1/3/8/1381261ba0cf8888359e2a09bfbce84d_240x180.jpg,$ 205 000,"2022 г., 3 л., автомат внедорожник 5 дв., бензин руль слева"
BMW X7,https://im.mashina.kg/tachka/images//5/8/6/58635862d56b8a5a397eeaf7ae661d9b_240x180.jpg,$ 150 000,"2020 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева, 47 000 км"
BMW X7,https://im.mashina.kg/tachka/images//1/6/5/1654b9b5c4719b24514751df46727cd2_240x180.jpg,$ 150 000,"2020 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева, 28 000 км"
BMW X7,https://im.mashina.kg/tachka/images//7/a/b/7abf8889ca2a6214cccb5369b764eeac_240x180.jpg,$ 210 000,"2022 г., 3 л., автомат внедорожник 5 дв., бензин руль слева"
BMW X7,https://im.mashina.kg/tachka/images//d/a/4/da4ce87bddac88b26da475501858de70_240x180.jpg,$ 220 000,"2022 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева"
Toyota Prius,https://im.mashina.kg/tachka/images//d/c/c/dcc2e8e8e23d26b007f13b8a039c02aa_240x180.jpg,$ 13 800,"2015 г., 1.8 л., автомат хэтчбек 5 дв., гибрид руль слева, 183 000 км"
BMW X7,https://im.mashina.kg/tachka/images//8/6/7/86760239573eea9d1efe01f08fe8982e_240x180.jpg,$ 227 000,"2022 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева"
BMW 5 Серия,https://im.mashina.kg/tachka/images//d/3/6/d36d5a04fa089253d7a174d5c9dee79b_240x180.jpg,$ 7 200,"1984 г., 2.5 л., механика седан, бензин руль слева, 191 500 км"
BMW X5,https://im.mashina.kg/tachka/images//8/1/0/810183dc27e9235c85e8d38153ac2c21_240x180.jpg,$ 130 000,"2022 г., 3 л., автомат внедорожник 5 дв., дизель руль слева"
Hyundai Elantra,https://im.mashina.kg/tachka/images//0/e/2/0e2b8376d2ff557c804e08d5a9b05b55_240x180.jpg,$ 13 000,"2016 г., 2 л., автомат седан, бензин руль слева, 48 000 км"
Lexus LS,https://im.mashina.kg/tachka/images//6/a/2/6a213983b1bb84398f3f2497ee6f87ff_240x180.jpg,$ 69 000,"2018 г., 3.5 л., автомат седан, гибрид руль слева, 67 000 км"
Lexus CT,https://im.mashina.kg/tachka/images//d/0/0/d00d4d3c0f5b981ec21c39c12c7104d0_240x180.jpg,$ 19 000,"2016 г., 1.8 л., вариатор хэтчбек 5 дв., гибрид руль слева, 60 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//d/9/8/d9837602bad863056768d41bd1e84645_240x180.jpg,$ 16 700,"2015 г., 2.5 л., автомат седан, бензин руль слева, 145 000 км"
BMW X5,https://im.mashina.kg/tachka/images//7/6/3/7634e2f0c43527cb2a1c9ad2562e093d_240x180.jpg,$ 38 500,"2013 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева"
Lexus NX,https://im.mashina.kg/tachka/images//5/7/2/5723189623048a2d6ae34364b5d978c1_240x180.jpg,$ 36 500,"2021 г., 2 л., автомат внедорожник 5 дв., бензин руль слева, 27 000 км"
Land Rover Range Rover,https://im.mashina.kg/tachka/images//b/b/3/bb3a70bbaca243777f603349f5f50dd2_240x180.jpg,$ 9 200,"2004 г., 2.9 л., автомат внедорожник 5 дв., дизель руль слева"
BMW X5,https://im.mashina.kg/tachka/images//8/4/7/84717d872cff31c15163363495bb20f2_240x180.jpg,$ 37 500,"2016 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 96 000 км"
BMW 5 Серия,https://im.mashina.kg/tachka/images//d/7/e/d7e3e5e2ab6bd1a7fc4c6f6af719f3be_240x180.jpg,$ 48 000,"2017 г., 3 л., автомат седан, бензин руль слева, 50 000 км"
Toyota C-HR,https://im.mashina.kg/tachka/images//3/3/8/338ba0ee50a7845c95346626cd4c3815_240x180.jpg,$ 22 000,"2018 г., 2 л., вариатор внедорожник 5 дв., бензин руль слева, 66 000 км"
Toyota RAV4,https://im.mashina.kg/tachka/images//7/9/0/7902e01a78f7de6a757ddafd80982104_240x180.jpg,$ 25 500,"2017 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 81 360 км"
Lexus GX,https://im.mashina.kg/tachka/images//4/4/a/44a0e5e68e46e5ba830574e7770fcd04_240x180.jpg,$ 25 000,"2005 г., 4.7 л., автомат внедорожник 5 дв., бензин руль слева, 194 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//2/9/1/2912ebfc5bcc47ac91bde72c3f740e9f_240x180.jpg,$ 14 500,"2014 г., 2.5 л., автомат седан, бензин руль слева, 117 218 км"
Honda Inspire,https://im.mashina.kg/tachka/images//e/6/f/e6f07f7c72f517c636dd43e4f70b4002_240x180.jpg,$ 9 500,"2003 г., 3 л., автомат седан, бензин руль справа, 265 000 км"
Mercedes-Benz AMG GLE Coupe,https://im.mashina.kg/tachka/images//5/9/4/594d537802ac817e5ea068e0024efc99_240x180.jpg,$ 65 000,"2015 г., 5.5 л., автомат внедорожник 5 дв., бензин руль слева, 68 000 км"
BMW X7,https://im.mashina.kg/tachka/images//c/f/d/cfd068e4e50d4c830ed35100ac97b146_240x180.jpg,$ 100 000,"2019 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 148 000 км"
Toyota 4Runner,https://im.mashina.kg/tachka/images//1/e/a/1eafa0e8b95e20c0786b7b9785340614_240x180.jpg,$ 20 400,"2004 г., 4 л., автомат внедорожник 5 дв., бензин руль слева"
Nissan Pathfinder,https://im.mashina.kg/tachka/images//0/2/b/02bad4918058a4b57c92e021c9b96b17_240x180.jpg,$ 11 500,"2005 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 130 000 км"
Toyota Land Cruiser,https://im.mashina.kg/tachka/images//5/e/d/5ed593b96faab58c876ab753f947e848_240x180.jpg,$ 105 000,"2019 г., 4.6 л., автомат внедорожник 5 дв., бензин руль слева, 28 500 км"
Kia Ray,https://im.mashina.kg/tachka/images//0/4/0/040ccad77820c7517fef0749cc1f0d7a_240x180.jpg,$ 9 000,"2012 г., 1 л., автомат микровэн, бензин руль слева, 78 000 км"
BMW X6,https://im.mashina.kg/tachka/images//6/a/e/6aecf4f3ce1ee37b83cce34651700e25_240x180.jpg,$ 51 000,"2016 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 181 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//8/d/4/8d41458f34708008c01382b011925bce_240x180.jpg,$ 29 999,"2017 г., 2.5 л., вариатор седан, гибрид руль слева, 50 000 км"
Hyundai Sonata,https://im.mashina.kg/tachka/images//d/d/5/dd5ecd697cee0c08d3775c8927b9385c_240x180.jpg,$ 11 799,"2016 г., 2 л., автомат седан, газ руль слева, 115 000 км"
Kia Sorento,https://im.mashina.kg/tachka/images//9/9/e/99e6d382eb5d571896b7788feab913e9_240x180.jpg,$ 24 000,"2017 г., 2.2 л., автомат внедорожник 5 дв., дизель руль слева, 120 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//4/0/c/40c8c1d575d1aca605a20a8c01aaed04_240x180.jpg,$ 33 500,"2019 г., 2.5 л., автомат седан, бензин руль слева, 105 000 км"
Honda Accord,https://im.mashina.kg/tachka/images//2/6/7/267c175e75c6819cd993e2708c040951_240x180.jpg,$ 16 500,"2016 г., 2.4 л., вариатор седан, бензин руль слева, 111 000 км"
Honda Accord,https://im.mashina.kg/tachka/images//9/f/b/9fb673920d3d89b5fb89b19706a2000f_240x180.jpg,$ 12 100,"2009 г., 2.4 л., автомат седан, бензин руль слева, 106 000 км"
Hyundai Kona,https://im.mashina.kg/tachka/images//f/a/6/fa6ac01fd8241ddfd59f89dce082a34d_240x180.jpg,$ 29 500,"2019 г., автомат внедорожник 5 дв., электро руль слева, 108 000 км"
BMW 3 Серия,https://im.mashina.kg/tachka/images//a/6/b/a6b1876367ad09c3056207db41e79732_240x180.jpg,$ 5 500,"1994 г., 2.5 л., автомат седан, бензин руль слева, 325 500 км"
Mercedes-Benz S-класс AMG,https://im.mashina.kg/tachka/images//6/8/0/6807972e05ee3b550eb3ab2b6e8e542d_240x180.jpg,$ 70 000,"2015 г., 5.5 л., автомат седан, бензин руль слева, 120 000 км"
Audi A6,https://im.mashina.kg/tachka/images//f/c/f/fcf1183d1089c8c1f883a21c593f27d9_240x180.jpg,$ 8 000,"2004 г., 3.1 л., автомат седан, бензин руль слева, 229 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//5/d/0/5d07a3cde29a123cb89c4be203c1a584_240x180.jpg,$ 14 300,"2013 г., 2.5 л., автомат седан, бензин руль слева, 170 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//7/9/7/797bb971735bf04cf87167fdb7f21e10_240x180.jpg,$ 42 000,"2022 г., 2.5 л., автомат седан, бензин руль слева, 6 500 км"
Lexus ES,https://im.mashina.kg/tachka/images//4/0/d/40db90356ec8c6db5a797cdaed9a50bf_240x180.jpg,$ 31 500,"2015 г., 2.5 л., вариатор седан, гибрид руль слева, 150 000 км"
Hyundai Santa Fe,https://im.mashina.kg/tachka/images//d/d/5/dd5d4667308b1586769b49bbb0e63e2e_240x180.jpg,$ 22 300,"2016 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 145 000 км"
Mercedes-Benz E-класс,https://im.mashina.kg/tachka/images//f/8/e/f8eaf1788b54972f341a8e666c9270ee_240x180.jpg,$ 9 500,"2000 г., 2.6 л., автомат седан, бензин руль слева, 260 000 км"
Lexus GX,https://im.mashina.kg/tachka/images//9/9/d/99df3302fafd2f694541fda45e5acdd8_240x180.jpg,$ 61 000,"2017 г., 4.6 л., автомат внедорожник 5 дв., бензин руль слева, 43 000 км"
BMW X7,https://im.mashina.kg/tachka/images//3/f/9/3f9e1086a7a6028cfba884eb4143c3e9_240x180.jpg,$ 115 000,"2019 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 60 000 км"
Hyundai Avante,https://im.mashina.kg/tachka/images//5/3/9/539487ede4970425a27f45073ec53b8e_240x180.jpg,$ 15 489,"2019 г., 1.6 л., автомат седан, бензин руль слева, 108 000 км"
Tesla Model Y,https://im.mashina.kg/tachka/images//0/b/6/0b6cbe04629226e86722284c2cd053ac_240x180.jpg,$ 91 000,"2022 г., автомат внедорожник 5 дв., электро руль слева, 70 км"
Lexus LX,https://im.mashina.kg/tachka/images//9/0/3/90352c950f75400eeca350846e60f0b3_240x180.jpg,$ 245 000,"2022 г., 3.4 л., автомат внедорожник 5 дв., бензин руль слева, 7 км"
Mercedes-Benz G-класс AMG,https://im.mashina.kg/tachka/images//7/c/a/7ca15b85c96c4fde1c11a810ccad1075_240x180.jpg,$ 90 000,"2013 г., 5.5 л., автомат внедорожник 5 дв., бензин руль слева, 67 000 км"
Toyota Land Cruiser Prado,https://im.mashina.kg/tachka/images//7/a/4/7a446e9a42fcd488837ad12ac3404a1a_240x180.jpg,$ 22 000,"2006 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 201 500 км"
Lexus RX,https://im.mashina.kg/tachka/images//9/f/9/9f97826415f553956cc21b2fcb185e52_240x180.jpg,$ 16 000,"2006 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 255 000 км"
Toyota FJ Cruiser,https://im.mashina.kg/tachka/images//b/4/1/b41e9d652478d71b99bd8036b9a99745_240x180.jpg,$ 27 500,"2009 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 200 000 км"
BMW X5,https://im.mashina.kg/tachka/images//b/1/5/b150f5ce783c8989d40b223babda657d_240x180.jpg,$ 11 700,"2004 г., 3 л., автомат внедорожник 5 дв., дизель руль слева"
Land Rover Range Rover,https://im.mashina.kg/tachka/images//1/8/2/182ba7a91d405352958eed2037d95c2d_240x180.jpg,$ 135 000,"2019 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 25 000 км"
Kia Carnival,https://im.mashina.kg/tachka/images//0/c/7/0c7f57c06cbf1ba9a82f990affff0d64_240x180.jpg,$ 55 000,"2021 г., 2.2 л., автомат минивэн, дизель руль слева, 16 000 км"
Toyota RAV4,https://im.mashina.kg/tachka/images//d/d/b/ddb62f389e7e42158112a4c2240d97bd_240x180.jpg,$ 21 500,"2017 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 150 000 км"
BMW X7,https://im.mashina.kg/tachka/images//4/c/a/4ca9d75ef91e29e3b37f9e90a824dd41_240x180.jpg,$ 125 000,"2020 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 45 000 км"
Genesis G80,https://im.mashina.kg/tachka/images//1/1/0/110050a3db85285218f6c56c0a6a890d_240x180.jpg,$ 59 500,"2021 г., 2.5 л., автомат седан, бензин руль слева, 37 000 км"
Toyota Camry,https://im.mashina.kg/tachka/images//c/3/8/c38041c643331dac01b4c7001a330113_240x180.jpg,$ 31 500,"2018 г., 2.5 л., автомат седан, бензин руль слева, 107 000 км"
Kia K5 II Седан,https://im.mashina.kg/tachka/images//9/a/e/9aeca9a05a499189f5204e09042ce262_240x180.jpg,$ 16 100,"2016 г., 2 л., автомат седан, газ руль слева"
Toyota Prius,https://im.mashina.kg/tachka/images//f/4/e/f4ee82babd1bc638037d9d99349e8999_240x180.jpg,$ 13 500,"2015 г., 1.8 л., автомат хэтчбек 5 дв., гибрид руль слева, 185 000 км"
